created_at,id,text,user,source,hashtags
Wed Feb 28 11:18:32 +0000 2018,968807625176567808,"RT @kerrywekelo: From Culture Infusion. ""Pause to listen."" Can be applied at home or work. #Compassion #compassionate #kindness #Kindnessma…",VikramKamboj,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","['Compassion', 'compassionate', 'kindness']"
Wed Feb 28 11:18:04 +0000 2018,968807510978199553,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",mambarabiosa123,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","['dog', 'COMPASSION']"
Wed Feb 28 11:16:48 +0000 2018,968807191993049088,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",ErinRosetto,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","['dog', 'COMPASSION']"
Wed Feb 28 11:15:38 +0000 2018,968806896592478208,"From Culture Infusion. ""Pause to listen."" Can be applied at home or work. #Compassion #compassionate #kindness… https://t.co/ybUTNIlbtu",kerrywekelo,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","['Compassion', 'compassionate', 'kindness']"
Wed Feb 28 11:09:07 +0000 2018,968805256384733185,"No longer a name on a wall! Generational remembrance - we will remember them ALL!
#WednesdayWisdom #unity… https://t.co/6HLjRDzFcZ",LadyWiseWorld,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","['WednesdayWisdom', 'unity']"
Wed Feb 28 11:08:40 +0000 2018,968805142932881409,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",EARS_80,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","['dog', 'COMPASSION']"
Wed Feb 28 11:07:57 +0000 2018,968804963609710592,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",gizza58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","['dog', 'COMPASSION']"
Wed Feb 28 11:06:27 +0000 2018,968804586457726976,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",yokkora_toguro,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","['dog', 'COMPASSION']"
Wed Feb 28 11:03:25 +0000 2018,968803824738676736,African migrants are painting their faces white to stop Israel from deporting them.#palestinians #migrants #Israeli… https://t.co/miBq4Fbqfa,DineoMaboeSA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","['palestinians', 'migrants', 'Israeli']"
Wed Feb 28 11:03:22 +0000 2018,968803811849592834,"Words can hurt like hell, and they have the potential to completely destroy someone's life. So before you speak...… https://t.co/8rsh2QxSNL",KnowYoureLoved1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[]
