created_at,id,lang,text,user,source,hashtags,url
Wed Feb 21 22:18:03 +0000 2018,966436884653268993,en,"Most workplace wellness programs were only implemented one year ago, yet some experts are already questioning its v… https://t.co/0CbEQZKDgf",CaitlinCrowe,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",[],"[URL(URL=https://t.co/0CbEQZKDgf, ExpandedURL=https://twitter.com/i/web/status/966436884653268993)]"
Wed Feb 21 22:18:03 +0000 2018,966436884653268993,en,"Most workplace wellness programs were only implemented one year ago, yet some experts are already questioning its v… https://t.co/0CbEQZKDgf",CaitlinCrowe,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",[],"[URL(URL=https://t.co/0CbEQZKDgf, ExpandedURL=https://twitter.com/i/web/status/966436884653268993)]"
Wed Feb 21 22:18:02 +0000 2018,966436879523549185,und,Corindus Vascular Robotics (CVRS) Reports FDA Clearance for CorPath GRX System in Peripheral Vascular Interventions… https://t.co/qhQ7DUzNnG,RoboSrgryInvest,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",[],"[URL(URL=https://t.co/qhQ7DUzNnG, ExpandedURL=https://twitter.com/i/web/status/966436879523549185)]"
Wed Feb 21 22:17:57 +0000 2018,966436859848126464,en,"According to an EPA study,humans spend 87% of life indoors &amp; another 6% in automobiles.We need more exposure to… https://t.co/enppEYmu0J",ShaifiLifeCoach,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],"[URL(URL=https://t.co/enppEYmu0J, ExpandedURL=https://twitter.com/i/web/status/966436859848126464)]"
Wed Feb 21 22:17:51 +0000 2018,966436835303018496,en,#Pharmaceutical Fentanyl (Fentrans) : https://t.co/VIiObv7KlE #MarketResearchReports #Drugs #Healthcare #Health #mrx #ROI #MarketShare,Pharma_Markets,"<a href=""http://www.dg-di.eu"" rel=""nofollow"">Pharamaceuticals</a>","[Hashtag(Text='Pharmaceutical'), Hashtag(Text='MarketResearchReports'), Hashtag(Text='Drugs'), Hashtag(Text='Healthcare'), Hashtag(Text='Health'), Hashtag(Text='mrx'), Hashtag(Text='ROI'), Hashtag(Text='MarketShare')]","[URL(URL=https://t.co/VIiObv7KlE, ExpandedURL=http://dg-di.eu/P30/2895.htm)]"
Wed Feb 21 22:17:48 +0000 2018,966436821956747265,en,GE no longer wants a hasty divorce from Baker Hughes 5 stunning stats a… Latest stock market news from Wall Street… https://t.co/EEyynScFnp,MoneyHealthFina,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>",[],"[URL(URL=https://t.co/EEyynScFnp, ExpandedURL=https://twitter.com/i/web/status/966436821956747265)]"
Wed Feb 21 22:17:39 +0000 2018,966436786066087937,en,Episode 🖐🏼 is up now peeps! My guest is 20x UFC veteran &amp; jiujitsu blackbelt #ColeMiller Check it out at… https://t.co/z5TNUNlzkc,WeaselSteve,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[Hashtag(Text='ColeMiller')],"[URL(URL=https://t.co/z5TNUNlzkc, ExpandedURL=https://twitter.com/i/web/status/966436786066087937)]"
Wed Feb 21 22:17:34 +0000 2018,966436763743866880,en,"This will not end unless LIBERAL MEDIA &amp; TEACHERS STOP STIRRING UP HATRED AGAINST ""WHITE BOYS""! Damn tragedy. See… https://t.co/V1OwIohiZ2",doctor_garrett,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[URL(URL=https://t.co/V1OwIohiZ2, ExpandedURL=https://twitter.com/i/web/status/966436763743866880)]"
Wed Feb 21 22:17:27 +0000 2018,966436735113682944,en,RT @bexology_uk: What is MCT oil and what are the health benefits of it? via @mindbodygreen #health #nutrition #healthyeating https://t.co/…,idt_watch,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[Hashtag(Text='health'), Hashtag(Text='nutrition'), Hashtag(Text='healthyeating')]",[]
Wed Feb 21 22:17:27 +0000 2018,966436734471933952,en,Maybe Howard Actually Needed All That Brevan While it seems like only yesterday that Alan… Dealbreaker The post May… https://t.co/IqDHsznzcy,MoneyHealthFina,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>",[],"[URL(URL=https://t.co/IqDHsznzcy, ExpandedURL=https://twitter.com/i/web/status/966436734471933952)]"
Wed Feb 21 22:17:20 +0000 2018,966436702674972673,en,"RT @digitaljournal: A new study examines cleaning chemicals and whether they're linked to lung cancer
https://t.co/SWZQ4qoeM0
#health #chem…",JoeGarde,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[Hashtag(Text='health')],"[URL(URL=https://t.co/SWZQ4qoeM0, ExpandedURL=http://bit.ly/2CwfvH6)]"
Wed Feb 21 22:17:10 +0000 2018,966436663592448000,en,RT @CounsellorsCafe: How #burnout became a sinister and insidious epidemic #stress #workplace #anxiety #work #health #employment #NHS https…,helbeeuk,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[Hashtag(Text='burnout'), Hashtag(Text='stress'), Hashtag(Text='workplace'), Hashtag(Text='anxiety'), Hashtag(Text='work'), Hashtag(Text='health'), Hashtag(Text='employment'), Hashtag(Text='NHS')]",[]
Wed Feb 21 22:17:04 +0000 2018,966436638476947462,es,y como postre. aldeana. ideal para celiacos. preparado con almendra molida 💖🍴🤘🏻 detalles que marcan la diferencia… https://t.co/0sRjyTootb,ansiacl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"[URL(URL=https://t.co/0sRjyTootb, ExpandedURL=https://twitter.com/i/web/status/966436638476947462)]"
